row_type,entity_id,slug,family_id,deployment_class_id,profile_path,source_path,source_schema_version,provenance_status
family,deepseek-v4-flash,deepseek-v4-flash,deepseek-v4-flash,,families/deepseek-v4-flash/profile.json,data/generated/pages/families/deepseek-v4-flash/info.json,c5.family-page.v1,derived_from_c5_pages
family,deepseek-v4-pro,deepseek-v4-pro,deepseek-v4-pro,,families/deepseek-v4-pro/profile.json,data/generated/pages/families/deepseek-v4-pro/info.json,c5.family-page.v1,derived_from_c5_pages
family,devstral,devstral,devstral,,families/devstral/profile.json,data/generated/pages/families/devstral/info.json,c5.family-page.v1,derived_from_c5_pages
family,devstral-2,devstral-2,devstral-2,,families/devstral-2/profile.json,data/generated/pages/families/devstral-2/info.json,c5.family-page.v1,derived_from_c5_pages
family,devstral-small-2,devstral-small-2,devstral-small-2,,families/devstral-small-2/profile.json,data/generated/pages/families/devstral-small-2/info.json,c5.family-page.v1,derived_from_c5_pages
family,dolphin-llama3,dolphin-llama3,dolphin-llama3,,families/dolphin-llama3/profile.json,data/generated/pages/families/dolphin-llama3/info.json,c5.family-page.v1,derived_from_c5_pages
family,dolphin-mistral,dolphin-mistral,dolphin-mistral,,families/dolphin-mistral/profile.json,data/generated/pages/families/dolphin-mistral/info.json,c5.family-page.v1,derived_from_c5_pages
family,dolphin-mixtral,dolphin-mixtral,dolphin-mixtral,,families/dolphin-mixtral/profile.json,data/generated/pages/families/dolphin-mixtral/info.json,c5.family-page.v1,derived_from_c5_pages
family,dolphin-phi,dolphin-phi,dolphin-phi,,families/dolphin-phi/profile.json,data/generated/pages/families/dolphin-phi/info.json,c5.family-page.v1,derived_from_c5_pages
family,dolphin3,dolphin3,dolphin3,,families/dolphin3/profile.json,data/generated/pages/families/dolphin3/info.json,c5.family-page.v1,derived_from_c5_pages
family,dolphincoder,dolphincoder,dolphincoder,,families/dolphincoder/profile.json,data/generated/pages/families/dolphincoder/info.json,c5.family-page.v1,derived_from_c5_pages
family,duckdb-nsql,duckdb-nsql,duckdb-nsql,,families/duckdb-nsql/profile.json,data/generated/pages/families/duckdb-nsql/info.json,c5.family-page.v1,derived_from_c5_pages
family,embeddinggemma,embeddinggemma,embeddinggemma,,families/embeddinggemma/profile.json,data/generated/pages/families/embeddinggemma/info.json,c5.family-page.v1,derived_from_c5_pages
family,everythinglm,everythinglm,everythinglm,,families/everythinglm/profile.json,data/generated/pages/families/everythinglm/info.json,c5.family-page.v1,derived_from_c5_pages
family,exaone-deep,exaone-deep,exaone-deep,,families/exaone-deep/profile.json,data/generated/pages/families/exaone-deep/info.json,c5.family-page.v1,derived_from_c5_pages
family,exaone3.5,exaone3-5,exaone3.5,,families/exaone3-5/profile.json,data/generated/pages/families/exaone3-5/info.json,c5.family-page.v1,derived_from_c5_pages
family,falcon,falcon,falcon,,families/falcon/profile.json,data/generated/pages/families/falcon/info.json,c5.family-page.v1,derived_from_c5_pages
family,falcon2,falcon2,falcon2,,families/falcon2/profile.json,data/generated/pages/families/falcon2/info.json,c5.family-page.v1,derived_from_c5_pages
family,falcon3,falcon3,falcon3,,families/falcon3/profile.json,data/generated/pages/families/falcon3/info.json,c5.family-page.v1,derived_from_c5_pages
family,firefunction-v2,firefunction-v2,firefunction-v2,,families/firefunction-v2/profile.json,data/generated/pages/families/firefunction-v2/info.json,c5.family-page.v1,derived_from_c5_pages
family,functiongemma,functiongemma,functiongemma,,families/functiongemma/profile.json,data/generated/pages/families/functiongemma/info.json,c5.family-page.v1,derived_from_c5_pages
family,gemini-3-flash-preview,gemini-3-flash-preview,gemini-3-flash-preview,,families/gemini-3-flash-preview/profile.json,data/generated/pages/families/gemini-3-flash-preview/info.json,c5.family-page.v1,derived_from_c5_pages
family,gemma,gemma,gemma,,families/gemma/profile.json,data/generated/pages/families/gemma/info.json,c5.family-page.v1,derived_from_c5_pages
family,gemma2,gemma2,gemma2,,families/gemma2/profile.json,data/generated/pages/families/gemma2/info.json,c5.family-page.v1,derived_from_c5_pages
family,gemma3,gemma3,gemma3,,families/gemma3/profile.json,data/generated/pages/families/gemma3/info.json,c5.family-page.v1,derived_from_c5_pages
family,gemma3n,gemma3n,gemma3n,,families/gemma3n/profile.json,data/generated/pages/families/gemma3n/info.json,c5.family-page.v1,derived_from_c5_pages
family,gemma4,gemma4,gemma4,,families/gemma4/profile.json,data/generated/pages/families/gemma4/info.json,c5.family-page.v1,derived_from_c5_pages
family,glm-4.7-flash,glm-4-7-flash,glm-4.7-flash,,families/glm-4-7-flash/profile.json,data/generated/pages/families/glm-4-7-flash/info.json,c5.family-page.v1,derived_from_c5_pages
family,glm-5.1,glm-5-1,glm-5.1,,families/glm-5-1/profile.json,data/generated/pages/families/glm-5-1/info.json,c5.family-page.v1,derived_from_c5_pages
family,glm-5.2,glm-5-2,glm-5.2,,families/glm-5-2/profile.json,data/generated/pages/families/glm-5-2/info.json,c5.family-page.v1,derived_from_c5_pages
family,glm-ocr,glm-ocr,glm-ocr,,families/glm-ocr/profile.json,data/generated/pages/families/glm-ocr/info.json,c5.family-page.v1,derived_from_c5_pages
family,glm4,glm4,glm4,,families/glm4/profile.json,data/generated/pages/families/glm4/info.json,c5.family-page.v1,derived_from_c5_pages
family,goliath,goliath,goliath,,families/goliath/profile.json,data/generated/pages/families/goliath/info.json,c5.family-page.v1,derived_from_c5_pages
family,gpt-oss,gpt-oss,gpt-oss,,families/gpt-oss/profile.json,data/generated/pages/families/gpt-oss/info.json,c5.family-page.v1,derived_from_c5_pages
family,gpt-oss-safeguard,gpt-oss-safeguard,gpt-oss-safeguard,,families/gpt-oss-safeguard/profile.json,data/generated/pages/families/gpt-oss-safeguard/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite-code,granite-code,granite-code,,families/granite-code/profile.json,data/generated/pages/families/granite-code/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite-embedding,granite-embedding,granite-embedding,,families/granite-embedding/profile.json,data/generated/pages/families/granite-embedding/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite3.1-dense,granite3-1-dense,granite3.1-dense,,families/granite3-1-dense/profile.json,data/generated/pages/families/granite3-1-dense/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite3.1-moe,granite3-1-moe,granite3.1-moe,,families/granite3-1-moe/profile.json,data/generated/pages/families/granite3-1-moe/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite3.2,granite3-2,granite3.2,,families/granite3-2/profile.json,data/generated/pages/families/granite3-2/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite3.2-vision,granite3-2-vision,granite3.2-vision,,families/granite3-2-vision/profile.json,data/generated/pages/families/granite3-2-vision/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite3.3,granite3-3,granite3.3,,families/granite3-3/profile.json,data/generated/pages/families/granite3-3/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite3-dense,granite3-dense,granite3-dense,,families/granite3-dense/profile.json,data/generated/pages/families/granite3-dense/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite3-guardian,granite3-guardian,granite3-guardian,,families/granite3-guardian/profile.json,data/generated/pages/families/granite3-guardian/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite3-moe,granite3-moe,granite3-moe,,families/granite3-moe/profile.json,data/generated/pages/families/granite3-moe/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite4,granite4,granite4,,families/granite4/profile.json,data/generated/pages/families/granite4/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite4.1,granite4-1,granite4.1,,families/granite4-1/profile.json,data/generated/pages/families/granite4-1/info.json,c5.family-page.v1,derived_from_c5_pages
family,granite4.1-guardian,granite4-1-guardian,granite4.1-guardian,,families/granite4-1-guardian/profile.json,data/generated/pages/families/granite4-1-guardian/info.json,c5.family-page.v1,derived_from_c5_pages
family,hermes3,hermes3,hermes3,,families/hermes3/profile.json,data/generated/pages/families/hermes3/info.json,c5.family-page.v1,derived_from_c5_pages
family,internlm2,internlm2,internlm2,,families/internlm2/profile.json,data/generated/pages/families/internlm2/info.json,c5.family-page.v1,derived_from_c5_pages
family,kimi-k2.5,kimi-k2-5,kimi-k2.5,,families/kimi-k2-5/profile.json,data/generated/pages/families/kimi-k2-5/info.json,c5.family-page.v1,derived_from_c5_pages
family,kimi-k2.6,kimi-k2-6,kimi-k2.6,,families/kimi-k2-6/profile.json,data/generated/pages/families/kimi-k2-6/info.json,c5.family-page.v1,derived_from_c5_pages
family,kimi-k2.7-code,kimi-k2-7-code,kimi-k2.7-code,,families/kimi-k2-7-code/profile.json,data/generated/pages/families/kimi-k2-7-code/info.json,c5.family-page.v1,derived_from_c5_pages
family,kimi-k3,kimi-k3,kimi-k3,,families/kimi-k3/profile.json,data/generated/pages/families/kimi-k3/info.json,c5.family-page.v1,derived_from_c5_pages
family,laguna-s-2.1,laguna-s-2-1,laguna-s-2.1,,families/laguna-s-2-1/profile.json,data/generated/pages/families/laguna-s-2-1/info.json,c5.family-page.v1,derived_from_c5_pages
family,laguna-xs.2,laguna-xs-2,laguna-xs.2,,families/laguna-xs-2/profile.json,data/generated/pages/families/laguna-xs-2/info.json,c5.family-page.v1,derived_from_c5_pages
family,laguna-xs-2.1,laguna-xs-2-1,laguna-xs-2.1,,families/laguna-xs-2-1/profile.json,data/generated/pages/families/laguna-xs-2-1/info.json,c5.family-page.v1,derived_from_c5_pages
family,lfm2,lfm2,lfm2,,families/lfm2/profile.json,data/generated/pages/families/lfm2/info.json,c5.family-page.v1,derived_from_c5_pages
family,lfm2.5,lfm2-5,lfm2.5,,families/lfm2-5/profile.json,data/generated/pages/families/lfm2-5/info.json,c5.family-page.v1,derived_from_c5_pages
family,lfm2.5-thinking,lfm2-5-thinking,lfm2.5-thinking,,families/lfm2-5-thinking/profile.json,data/generated/pages/families/lfm2-5-thinking/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama-guard3,llama-guard3,llama-guard3,,families/llama-guard3/profile.json,data/generated/pages/families/llama-guard3/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama-pro,llama-pro,llama-pro,,families/llama-pro/profile.json,data/generated/pages/families/llama-pro/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama2,llama2,llama2,,families/llama2/profile.json,data/generated/pages/families/llama2/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama2-chinese,llama2-chinese,llama2-chinese,,families/llama2-chinese/profile.json,data/generated/pages/families/llama2-chinese/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama2-uncensored,llama2-uncensored,llama2-uncensored,,families/llama2-uncensored/profile.json,data/generated/pages/families/llama2-uncensored/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama3,llama3,llama3,,families/llama3/profile.json,data/generated/pages/families/llama3/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama3.1,llama3-1,llama3.1,,families/llama3-1/profile.json,data/generated/pages/families/llama3-1/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama3.2,llama3-2,llama3.2,,families/llama3-2/profile.json,data/generated/pages/families/llama3-2/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama3.2-vision,llama3-2-vision,llama3.2-vision,,families/llama3-2-vision/profile.json,data/generated/pages/families/llama3-2-vision/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama3.3,llama3-3,llama3.3,,families/llama3-3/profile.json,data/generated/pages/families/llama3-3/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama3-chatqa,llama3-chatqa,llama3-chatqa,,families/llama3-chatqa/profile.json,data/generated/pages/families/llama3-chatqa/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama3-gradient,llama3-gradient,llama3-gradient,,families/llama3-gradient/profile.json,data/generated/pages/families/llama3-gradient/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama3-groq-tool-use,llama3-groq-tool-use,llama3-groq-tool-use,,families/llama3-groq-tool-use/profile.json,data/generated/pages/families/llama3-groq-tool-use/info.json,c5.family-page.v1,derived_from_c5_pages
family,llama4,llama4,llama4,,families/llama4/profile.json,data/generated/pages/families/llama4/info.json,c5.family-page.v1,derived_from_c5_pages
family,llava,llava,llava,,families/llava/profile.json,data/generated/pages/families/llava/info.json,c5.family-page.v1,derived_from_c5_pages
family,llava-llama3,llava-llama3,llava-llama3,,families/llava-llama3/profile.json,data/generated/pages/families/llava-llama3/info.json,c5.family-page.v1,derived_from_c5_pages
family,llava-phi3,llava-phi3,llava-phi3,,families/llava-phi3/profile.json,data/generated/pages/families/llava-phi3/info.json,c5.family-page.v1,derived_from_c5_pages
family,magicoder,magicoder,magicoder,,families/magicoder/profile.json,data/generated/pages/families/magicoder/info.json,c5.family-page.v1,derived_from_c5_pages
family,magistral,magistral,magistral,,families/magistral/profile.json,data/generated/pages/families/magistral/info.json,c5.family-page.v1,derived_from_c5_pages
family,marco-o1,marco-o1,marco-o1,,families/marco-o1/profile.json,data/generated/pages/families/marco-o1/info.json,c5.family-page.v1,derived_from_c5_pages
family,mathstral,mathstral,mathstral,,families/mathstral/profile.json,data/generated/pages/families/mathstral/info.json,c5.family-page.v1,derived_from_c5_pages
family,medgemma,medgemma,medgemma,,families/medgemma/profile.json,data/generated/pages/families/medgemma/info.json,c5.family-page.v1,derived_from_c5_pages
family,medgemma1.5,medgemma1-5,medgemma1.5,,families/medgemma1-5/profile.json,data/generated/pages/families/medgemma1-5/info.json,c5.family-page.v1,derived_from_c5_pages
family,meditron,meditron,meditron,,families/meditron/profile.json,data/generated/pages/families/meditron/info.json,c5.family-page.v1,derived_from_c5_pages
family,medllama2,medllama2,medllama2,,families/medllama2/profile.json,data/generated/pages/families/medllama2/info.json,c5.family-page.v1,derived_from_c5_pages
family,megadolphin,megadolphin,megadolphin,,families/megadolphin/profile.json,data/generated/pages/families/megadolphin/info.json,c5.family-page.v1,derived_from_c5_pages
family,minicpm-v,minicpm-v,minicpm-v,,families/minicpm-v/profile.json,data/generated/pages/families/minicpm-v/info.json,c5.family-page.v1,derived_from_c5_pages
family,minicpm-v4.5,minicpm-v4-5,minicpm-v4.5,,families/minicpm-v4-5/profile.json,data/generated/pages/families/minicpm-v4-5/info.json,c5.family-page.v1,derived_from_c5_pages
family,minicpm-v4.6,minicpm-v4-6,minicpm-v4.6,,families/minicpm-v4-6/profile.json,data/generated/pages/families/minicpm-v4-6/info.json,c5.family-page.v1,derived_from_c5_pages
family,minimax-m2.5,minimax-m2-5,minimax-m2.5,,families/minimax-m2-5/profile.json,data/generated/pages/families/minimax-m2-5/info.json,c5.family-page.v1,derived_from_c5_pages
family,minimax-m2.7,minimax-m2-7,minimax-m2.7,,families/minimax-m2-7/profile.json,data/generated/pages/families/minimax-m2-7/info.json,c5.family-page.v1,derived_from_c5_pages
family,minimax-m3,minimax-m3,minimax-m3,,families/minimax-m3/profile.json,data/generated/pages/families/minimax-m3/info.json,c5.family-page.v1,derived_from_c5_pages
family,ministral-3,ministral-3,ministral-3,,families/ministral-3/profile.json,data/generated/pages/families/ministral-3/info.json,c5.family-page.v1,derived_from_c5_pages
family,mistral,mistral,mistral,,families/mistral/profile.json,data/generated/pages/families/mistral/info.json,c5.family-page.v1,derived_from_c5_pages
family,mistral-large,mistral-large,mistral-large,,families/mistral-large/profile.json,data/generated/pages/families/mistral-large/info.json,c5.family-page.v1,derived_from_c5_pages
family,mistral-large-3,mistral-large-3,mistral-large-3,,families/mistral-large-3/profile.json,data/generated/pages/families/mistral-large-3/info.json,c5.family-page.v1,derived_from_c5_pages
family,mistral-medium-3.5,mistral-medium-3-5,mistral-medium-3.5,,families/mistral-medium-3-5/profile.json,data/generated/pages/families/mistral-medium-3-5/info.json,c5.family-page.v1,derived_from_c5_pages
family,mistral-nemo,mistral-nemo,mistral-nemo,,families/mistral-nemo/profile.json,data/generated/pages/families/mistral-nemo/info.json,c5.family-page.v1,derived_from_c5_pages
family,mistral-openorca,mistral-openorca,mistral-openorca,,families/mistral-openorca/profile.json,data/generated/pages/families/mistral-openorca/info.json,c5.family-page.v1,derived_from_c5_pages
family,mistral-small,mistral-small,mistral-small,,families/mistral-small/profile.json,data/generated/pages/families/mistral-small/info.json,c5.family-page.v1,derived_from_c5_pages
family,mistral-small3.1,mistral-small3-1,mistral-small3.1,,families/mistral-small3-1/profile.json,data/generated/pages/families/mistral-small3-1/info.json,c5.family-page.v1,derived_from_c5_pages
family,mistral-small3.2,mistral-small3-2,mistral-small3.2,,families/mistral-small3-2/profile.json,data/generated/pages/families/mistral-small3-2/info.json,c5.family-page.v1,derived_from_c5_pages
family,mistrallite,mistrallite,mistrallite,,families/mistrallite/profile.json,data/generated/pages/families/mistrallite/info.json,c5.family-page.v1,derived_from_c5_pages
family,mixtral,mixtral,mixtral,,families/mixtral/profile.json,data/generated/pages/families/mixtral/info.json,c5.family-page.v1,derived_from_c5_pages
family,moondream,moondream,moondream,,families/moondream/profile.json,data/generated/pages/families/moondream/info.json,c5.family-page.v1,derived_from_c5_pages
family,mxbai-embed-large,mxbai-embed-large,mxbai-embed-large,,families/mxbai-embed-large/profile.json,data/generated/pages/families/mxbai-embed-large/info.json,c5.family-page.v1,derived_from_c5_pages
family,nemotron,nemotron,nemotron,,families/nemotron/profile.json,data/generated/pages/families/nemotron/info.json,c5.family-page.v1,derived_from_c5_pages
family,nemotron-3-nano,nemotron-3-nano,nemotron-3-nano,,families/nemotron-3-nano/profile.json,data/generated/pages/families/nemotron-3-nano/info.json,c5.family-page.v1,derived_from_c5_pages
family,nemotron-3-super,nemotron-3-super,nemotron-3-super,,families/nemotron-3-super/profile.json,data/generated/pages/families/nemotron-3-super/info.json,c5.family-page.v1,derived_from_c5_pages
family,nemotron-3-ultra,nemotron-3-ultra,nemotron-3-ultra,,families/nemotron-3-ultra/profile.json,data/generated/pages/families/nemotron-3-ultra/info.json,c5.family-page.v1,derived_from_c5_pages
family,nemotron-cascade-2,nemotron-cascade-2,nemotron-cascade-2,,families/nemotron-cascade-2/profile.json,data/generated/pages/families/nemotron-cascade-2/info.json,c5.family-page.v1,derived_from_c5_pages
family,nemotron-mini,nemotron-mini,nemotron-mini,,families/nemotron-mini/profile.json,data/generated/pages/families/nemotron-mini/info.json,c5.family-page.v1,derived_from_c5_pages
family,nemotron3,nemotron3,nemotron3,,families/nemotron3/profile.json,data/generated/pages/families/nemotron3/info.json,c5.family-page.v1,derived_from_c5_pages
family,neural-chat,neural-chat,neural-chat,,families/neural-chat/profile.json,data/generated/pages/families/neural-chat/info.json,c5.family-page.v1,derived_from_c5_pages
family,nexusraven,nexusraven,nexusraven,,families/nexusraven/profile.json,data/generated/pages/families/nexusraven/info.json,c5.family-page.v1,derived_from_c5_pages
family,nomic-embed-text,nomic-embed-text,nomic-embed-text,,families/nomic-embed-text/profile.json,data/generated/pages/families/nomic-embed-text/info.json,c5.family-page.v1,derived_from_c5_pages
family,nomic-embed-text-v2-moe,nomic-embed-text-v2-moe,nomic-embed-text-v2-moe,,families/nomic-embed-text-v2-moe/profile.json,data/generated/pages/families/nomic-embed-text-v2-moe/info.json,c5.family-page.v1,derived_from_c5_pages
family,north-mini-code-1.0,north-mini-code-1-0,north-mini-code-1.0,,families/north-mini-code-1-0/profile.json,data/generated/pages/families/north-mini-code-1-0/info.json,c5.family-page.v1,derived_from_c5_pages
family,notus,notus,notus,,families/notus/profile.json,data/generated/pages/families/notus/info.json,c5.family-page.v1,derived_from_c5_pages
family,notux,notux,notux,,families/notux/profile.json,data/generated/pages/families/notux/info.json,c5.family-page.v1,derived_from_c5_pages
family,nous-hermes,nous-hermes,nous-hermes,,families/nous-hermes/profile.json,data/generated/pages/families/nous-hermes/info.json,c5.family-page.v1,derived_from_c5_pages
family,nous-hermes2,nous-hermes2,nous-hermes2,,families/nous-hermes2/profile.json,data/generated/pages/families/nous-hermes2/info.json,c5.family-page.v1,derived_from_c5_pages
family,nous-hermes2-mixtral,nous-hermes2-mixtral,nous-hermes2-mixtral,,families/nous-hermes2-mixtral/profile.json,data/generated/pages/families/nous-hermes2-mixtral/info.json,c5.family-page.v1,derived_from_c5_pages
family,nuextract,nuextract,nuextract,,families/nuextract/profile.json,data/generated/pages/families/nuextract/info.json,c5.family-page.v1,derived_from_c5_pages
family,olmo-3,olmo-3,olmo-3,,families/olmo-3/profile.json,data/generated/pages/families/olmo-3/info.json,c5.family-page.v1,derived_from_c5_pages
family,olmo-3.1,olmo-3-1,olmo-3.1,,families/olmo-3-1/profile.json,data/generated/pages/families/olmo-3-1/info.json,c5.family-page.v1,derived_from_c5_pages
family,olmo2,olmo2,olmo2,,families/olmo2/profile.json,data/generated/pages/families/olmo2/info.json,c5.family-page.v1,derived_from_c5_pages
family,open-orca-platypus2,open-orca-platypus2,open-orca-platypus2,,families/open-orca-platypus2/profile.json,data/generated/pages/families/open-orca-platypus2/info.json,c5.family-page.v1,derived_from_c5_pages
family,openchat,openchat,openchat,,families/openchat/profile.json,data/generated/pages/families/openchat/info.json,c5.family-page.v1,derived_from_c5_pages
family,opencoder,opencoder,opencoder,,families/opencoder/profile.json,data/generated/pages/families/opencoder/info.json,c5.family-page.v1,derived_from_c5_pages
family,openhermes,openhermes,openhermes,,families/openhermes/profile.json,data/generated/pages/families/openhermes/info.json,c5.family-page.v1,derived_from_c5_pages
family,openthinker,openthinker,openthinker,,families/openthinker/profile.json,data/generated/pages/families/openthinker/info.json,c5.family-page.v1,derived_from_c5_pages
family,orca-mini,orca-mini,orca-mini,,families/orca-mini/profile.json,data/generated/pages/families/orca-mini/info.json,c5.family-page.v1,derived_from_c5_pages
family,orca2,orca2,orca2,,families/orca2/profile.json,data/generated/pages/families/orca2/info.json,c5.family-page.v1,derived_from_c5_pages
family,ornith,ornith,ornith,,families/ornith/profile.json,data/generated/pages/families/ornith/info.json,c5.family-page.v1,derived_from_c5_pages
family,paraphrase-multilingual,paraphrase-multilingual,paraphrase-multilingual,,families/paraphrase-multilingual/profile.json,data/generated/pages/families/paraphrase-multilingual/info.json,c5.family-page.v1,derived_from_c5_pages
family,phi,phi,phi,,families/phi/profile.json,data/generated/pages/families/phi/info.json,c5.family-page.v1,derived_from_c5_pages
family,phi3,phi3,phi3,,families/phi3/profile.json,data/generated/pages/families/phi3/info.json,c5.family-page.v1,derived_from_c5_pages
family,phi3.5,phi3-5,phi3.5,,families/phi3-5/profile.json,data/generated/pages/families/phi3-5/info.json,c5.family-page.v1,derived_from_c5_pages
